mod,type,dupes,itemId,threadIndex
Determination has 33% increased Aura Effect,implicit,1,3d8fd8b579a0b4d565926e1b6d6b56069b907078d6581fb1013a895d93e10da2,3324498
+2% to all maximum Resistances,implicit,1,3d8fd8b579a0b4d565926e1b6d6b56069b907078d6581fb1013a895d93e10da2,3324498
11% increased maximum Life,explicit,1,3d8fd8b579a0b4d565926e1b6d6b56069b907078d6581fb1013a895d93e10da2,3324498
Regenerate 196.9 Life per second,explicit,1,3d8fd8b579a0b4d565926e1b6d6b56069b907078d6581fb1013a895d93e10da2,3324498
11% increased maximum Mana,explicit,1,3d8fd8b579a0b4d565926e1b6d6b56069b907078d6581fb1013a895d93e10da2,3324498
10% increased Mana Reservation Efficiency of Skills,explicit,1,3d8fd8b579a0b4d565926e1b6d6b56069b907078d6581fb1013a895d93e10da2,3324498
+133 to maximum Life,fractured,1,3d8fd8b579a0b4d565926e1b6d6b56069b907078d6581fb1013a895d93e10da2,3324498
11% increased maximum Life,fractured,1,3d8fd8b579a0b4d565926e1b6d6b56069b907078d6581fb1013a895d93e10da2,3324498
25% increased Area of Effect,fractured,1,3d8fd8b579a0b4d565926e1b6d6b56069b907078d6581fb1013a895d93e10da2,3324498
6% of Physical Damage from Hits taken as Fire Damage,crafted,1,3d8fd8b579a0b4d565926e1b6d6b56069b907078d6581fb1013a895d93e10da2,3324498
6% of Physical Damage from Hits taken as Lightning Damage,crafted,1,3d8fd8b579a0b4d565926e1b6d6b56069b907078d6581fb1013a895d93e10da2,3324498
15% increased Explicit Defence Modifier magnitudes,enchant,1,042ebd3d474cc6d0dabfcb7a1812e3adb655aa1eff939093957e99ee5d7de864,3324498
200% increased Attribute Requirements,enchant,1,042ebd3d474cc6d0dabfcb7a1812e3adb655aa1eff939093957e99ee5d7de864,3324498
Hatred has 30% increased Aura Effect,implicit,1,042ebd3d474cc6d0dabfcb7a1812e3adb655aa1eff939093957e99ee5d7de864,3324498
20% increased effect of Non-Curse Auras from your Skills,implicit,1,042ebd3d474cc6d0dabfcb7a1812e3adb655aa1eff939093957e99ee5d7de864,3324498
+35% to Chaos Resistance,explicit,1,042ebd3d474cc6d0dabfcb7a1812e3adb655aa1eff939093957e99ee5d7de864,3324498
35% chance to Avoid Elemental Ailments,explicit,1,042ebd3d474cc6d0dabfcb7a1812e3adb655aa1eff939093957e99ee5d7de864,3324498
35% chance to Avoid being Stunned,explicit,1,042ebd3d474cc6d0dabfcb7a1812e3adb655aa1eff939093957e99ee5d7de864,3324498
10% increased Mana Reservation Efficiency of Skills,explicit,1,042ebd3d474cc6d0dabfcb7a1812e3adb655aa1eff939093957e99ee5d7de864,3324498
+34% chance to Suppress Spell Damage,fractured,1,042ebd3d474cc6d0dabfcb7a1812e3adb655aa1eff939093957e99ee5d7de864,3324498
115% increased Global Defences,fractured,1,042ebd3d474cc6d0dabfcb7a1812e3adb655aa1eff939093957e99ee5d7de864,3324498
6% of Physical Damage from Hits taken as Fire Damage,crafted,1,042ebd3d474cc6d0dabfcb7a1812e3adb655aa1eff939093957e99ee5d7de864,3324498
6% of Physical Damage from Hits taken as Lightning Damage,crafted,1,042ebd3d474cc6d0dabfcb7a1812e3adb655aa1eff939093957e99ee5d7de864,3324498
Trigger Commandment of Reflection when Hit,enchant,1,af2c1812ac87d749444105d82f65af03e20c2ce0a2832db2d9493fe1187738d8,3324498
25% of Physical Damage Converted to Cold Damage,implicit,1,af2c1812ac87d749444105d82f65af03e20c2ce0a2832db2d9493fe1187738d8,3324498
Gain 2 Rage on Attack Hit,implicit,1,af2c1812ac87d749444105d82f65af03e20c2ce0a2832db2d9493fe1187738d8,3324498
Has 1 Abyssal Socket,explicit,1,af2c1812ac87d749444105d82f65af03e20c2ce0a2832db2d9493fe1187738d8,3324498
16% increased Attack Speed,explicit,1,af2c1812ac87d749444105d82f65af03e20c2ce0a2832db2d9493fe1187738d8,3324498
+129 to maximum Life,explicit,1,af2c1812ac87d749444105d82f65af03e20c2ce0a2832db2d9493fe1187738d8,3324498
35% of Physical Damage Converted to Cold Damage,explicit,1,af2c1812ac87d749444105d82f65af03e20c2ce0a2832db2d9493fe1187738d8,3324498
20% increased Quantity of Items found,fractured,1,af2c1812ac87d749444105d82f65af03e20c2ce0a2832db2d9493fe1187738d8,3324498
28% increased Damage during any Flask Effect,crafted,1,af2c1812ac87d749444105d82f65af03e20c2ce0a2832db2d9493fe1187738d8,3324498
Trigger Commandment of Light when you take a Critical Strike,enchant,1,3d79b51c50e4c60f2c74b213584f70be166015d7ed1898572f4d105605c657d4,3324498
"Inflict Fire Exposure on Hit, applying -15% to Fire Resistance",implicit,1,3d79b51c50e4c60f2c74b213584f70be166015d7ed1898572f4d105605c657d4,3324498
+2% to maximum Cold Resistance,implicit,1,3d79b51c50e4c60f2c74b213584f70be166015d7ed1898572f4d105605c657d4,3324498
+1 to Level of Socketed Strength Gems,explicit,1,3d79b51c50e4c60f2c74b213584f70be166015d7ed1898572f4d105605c657d4,3324498
+1 to Level of Socketed Dexterity Gems,explicit,1,3d79b51c50e4c60f2c74b213584f70be166015d7ed1898572f4d105605c657d4,3324498
+2 to Level of Socketed AoE Gems,explicit,1,3d79b51c50e4c60f2c74b213584f70be166015d7ed1898572f4d105605c657d4,3324498
+2 to Level of Socketed Projectile Gems,explicit,1,3d79b51c50e4c60f2c74b213584f70be166015d7ed1898572f4d105605c657d4,3324498
+48% to Cold Resistance,explicit,1,3d79b51c50e4c60f2c74b213584f70be166015d7ed1898572f4d105605c657d4,3324498
Projectiles Pierce an additional Target,explicit,1,3d79b51c50e4c60f2c74b213584f70be166015d7ed1898572f4d105605c657d4,3324498
10% increased Area of Effect,explicit,1,3d79b51c50e4c60f2c74b213584f70be166015d7ed1898572f4d105605c657d4,3324498
50% increased Damage with Hits against Chilled Enemies,explicit,1,3d79b51c50e4c60f2c74b213584f70be166015d7ed1898572f4d105605c657d4,3324498
74% increased Energy Shield,crafted,1,3d79b51c50e4c60f2c74b213584f70be166015d7ed1898572f4d105605c657d4,3324498
"Inflict Fire Exposure on Hit, applying -16% to Fire Resistance",implicit,1,a0a7519865d735b5bc5146904640bd01179478d98ff73410e1966dff78d2b3da,3324498
Minions deal 25% increased Damage,implicit,1,a0a7519865d735b5bc5146904640bd01179478d98ff73410e1966dff78d2b3da,3324498
+1 to Level of Socketed Strength Gems,explicit,1,a0a7519865d735b5bc5146904640bd01179478d98ff73410e1966dff78d2b3da,3324498
+1 to Level of Socketed Dexterity Gems,explicit,1,a0a7519865d735b5bc5146904640bd01179478d98ff73410e1966dff78d2b3da,3324498
+49 to maximum Energy Shield,explicit,1,a0a7519865d735b5bc5146904640bd01179478d98ff73410e1966dff78d2b3da,3324498
+2 to Level of Socketed AoE Gems,fractured,1,a0a7519865d735b5bc5146904640bd01179478d98ff73410e1966dff78d2b3da,3324498
+2 to Level of Socketed Projectile Gems,fractured,1,a0a7519865d735b5bc5146904640bd01179478d98ff73410e1966dff78d2b3da,3324498
+48% to Cold Resistance,fractured,1,a0a7519865d735b5bc5146904640bd01179478d98ff73410e1966dff78d2b3da,3324498
Projectiles Pierce an additional Target,fractured,1,a0a7519865d735b5bc5146904640bd01179478d98ff73410e1966dff78d2b3da,3324498
10% increased Area of Effect,fractured,1,a0a7519865d735b5bc5146904640bd01179478d98ff73410e1966dff78d2b3da,3324498
50% increased Damage with Hits against Chilled Enemies,fractured,1,a0a7519865d735b5bc5146904640bd01179478d98ff73410e1966dff78d2b3da,3324498
"Inflict Fire Exposure on Hit, applying -16% to Fire Resistance",implicit,1,5b7967653088e169661548fb1ae1e0f51cd62a4d3bdf92f887c678290b0a1791,3324498
+16% to Fire Damage over Time Multiplier,implicit,1,5b7967653088e169661548fb1ae1e0f51cd62a4d3bdf92f887c678290b0a1791,3324498
+49 to maximum Energy Shield,explicit,1,5b7967653088e169661548fb1ae1e0f51cd62a4d3bdf92f887c678290b0a1791,3324498
100% increased Energy Shield,explicit,1,5b7967653088e169661548fb1ae1e0f51cd62a4d3bdf92f887c678290b0a1791,3324498
+48% to Fire Resistance,explicit,1,5b7967653088e169661548fb1ae1e0f51cd62a4d3bdf92f887c678290b0a1791,3324498
+48% to Lightning Resistance,explicit,1,5b7967653088e169661548fb1ae1e0f51cd62a4d3bdf92f887c678290b0a1791,3324498
+35% to Chaos Resistance,explicit,1,5b7967653088e169661548fb1ae1e0f51cd62a4d3bdf92f887c678290b0a1791,3324498
Socketed Gems are Supported by Level 4 Enlighten,fractured,1,5b7967653088e169661548fb1ae1e0f51cd62a4d3bdf92f887c678290b0a1791,3324498
16% increased Attack and Cast Speed if you've Killed Recently,enchant,1,082028ccecd6196f7bdf52261f7561c5a112fd7c356001d0707bae6fd0ddc004,3324498
Regenerate 0.3% of Life per second per Endurance Charge,implicit,1,082028ccecd6196f7bdf52261f7561c5a112fd7c356001d0707bae6fd0ddc004,3324498
"Drops Brittle Ground while moving, lasting 5 seconds",implicit,1,082028ccecd6196f7bdf52261f7561c5a112fd7c356001d0707bae6fd0ddc004,3324498
+55 to Intelligence,explicit,1,082028ccecd6196f7bdf52261f7561c5a112fd7c356001d0707bae6fd0ddc004,3324498
+49 to maximum Energy Shield,explicit,1,082028ccecd6196f7bdf52261f7561c5a112fd7c356001d0707bae6fd0ddc004,3324498
100% increased Energy Shield,explicit,1,082028ccecd6196f7bdf52261f7561c5a112fd7c356001d0707bae6fd0ddc004,3324498
30% increased Movement Speed,explicit,1,082028ccecd6196f7bdf52261f7561c5a112fd7c356001d0707bae6fd0ddc004,3324498
15% chance to gain Onslaught for 4 seconds on Kill,explicit,1,082028ccecd6196f7bdf52261f7561c5a112fd7c356001d0707bae6fd0ddc004,3324498
50% increased Energy Shield,fractured,1,082028ccecd6196f7bdf52261f7561c5a112fd7c356001d0707bae6fd0ddc004,3324498
30% increased Effect of Non-Damaging Ailments,crafted,1,082028ccecd6196f7bdf52261f7561c5a112fd7c356001d0707bae6fd0ddc004,3324498
16% increased Attack and Cast Speed if you've Killed Recently,enchant,1,05c1fb7a2e84f976ba15078c7b07adb74928e54e5e68676d1f237c22a1e73733,3324498
35% increased Movement Speed,explicit,1,05c1fb7a2e84f976ba15078c7b07adb74928e54e5e68676d1f237c22a1e73733,3324498
9% chance to gain Onslaught for 4 seconds on Kill,explicit,1,05c1fb7a2e84f976ba15078c7b07adb74928e54e5e68676d1f237c22a1e73733,3324498
10% chance to gain Elusive on Critical Strike,explicit,1,05c1fb7a2e84f976ba15078c7b07adb74928e54e5e68676d1f237c22a1e73733,3324498
"10% increased Attack, Cast and Movement Speed while you have Onslaught",explicit,1,05c1fb7a2e84f976ba15078c7b07adb74928e54e5e68676d1f237c22a1e73733,3324498
33% increased Effect of Non-Damaging Ailments,explicit,1,05c1fb7a2e84f976ba15078c7b07adb74928e54e5e68676d1f237c22a1e73733,3324498
25% increased Effect of Tailwind on you,explicit,1,05c1fb7a2e84f976ba15078c7b07adb74928e54e5e68676d1f237c22a1e73733,3324498
You have Tailwind if you have dealt a Critical Strike Recently,explicit,1,05c1fb7a2e84f976ba15078c7b07adb74928e54e5e68676d1f237c22a1e73733,3324498
Unaffected by Chilled Ground,explicit,1,05c1fb7a2e84f976ba15078c7b07adb74928e54e5e68676d1f237c22a1e73733,3324498
Allocates Charisma,enchant,1,d5f0c2267b0a39f8cb2450ac4210db0c40b933538b2c26826d3c1a115e1ac5c3,3324498
-2 Prefix Modifiers allowed,implicit,1,d5f0c2267b0a39f8cb2450ac4210db0c40b933538b2c26826d3c1a115e1ac5c3,3324498
-1 Suffix Modifier allowed,implicit,1,d5f0c2267b0a39f8cb2450ac4210db0c40b933538b2c26826d3c1a115e1ac5c3,3324498
Implicit Modifiers Cannot Be Changed,implicit,1,d5f0c2267b0a39f8cb2450ac4210db0c40b933538b2c26826d3c1a115e1ac5c3,3324498
100% increased Explicit Modifier magnitudes,implicit,1,d5f0c2267b0a39f8cb2450ac4210db0c40b933538b2c26826d3c1a115e1ac5c3,3324498
+154% to Global Critical Strike Multiplier,explicit,1,d5f0c2267b0a39f8cb2450ac4210db0c40b933538b2c26826d3c1a115e1ac5c3,3324498
+160 to maximum Life,explicit,1,d5f0c2267b0a39f8cb2450ac4210db0c40b933538b2c26826d3c1a115e1ac5c3,3324498
40% increased Quantity of Items found,explicit,1,d5f0c2267b0a39f8cb2450ac4210db0c40b933538b2c26826d3c1a115e1ac5c3,3324498
Allocates Multishot,enchant,1,1cc40c9a2b5e3cc761fd78b0ef7a2940e9a498119b090fffa7c50542cb59da0c,3324498
18% increased Dexterity,implicit,1,1cc40c9a2b5e3cc761fd78b0ef7a2940e9a498119b090fffa7c50542cb59da0c,3324498
8% increased maximum Life,implicit,1,1cc40c9a2b5e3cc761fd78b0ef7a2940e9a498119b090fffa7c50542cb59da0c,3324498
1% increased Damage per 15 Dexterity,implicit,1,1cc40c9a2b5e3cc761fd78b0ef7a2940e9a498119b090fffa7c50542cb59da0c,3324498
+42 to all Attributes,explicit,1,1cc40c9a2b5e3cc761fd78b0ef7a2940e9a498119b090fffa7c50542cb59da0c,3324498
+69 to Dexterity,explicit,1,1cc40c9a2b5e3cc761fd78b0ef7a2940e9a498119b090fffa7c50542cb59da0c,3324498
+38% to Global Critical Strike Multiplier,explicit,1,1cc40c9a2b5e3cc761fd78b0ef7a2940e9a498119b090fffa7c50542cb59da0c,3324498
+89 to maximum Life,explicit,1,1cc40c9a2b5e3cc761fd78b0ef7a2940e9a498119b090fffa7c50542cb59da0c,3324498
25% increased Projectile Speed,explicit,1,1cc40c9a2b5e3cc761fd78b0ef7a2940e9a498119b090fffa7c50542cb59da0c,3324498
20% increased Projectile Damage,explicit,1,1cc40c9a2b5e3cc761fd78b0ef7a2940e9a498119b090fffa7c50542cb59da0c,3324498
Non-Channelling Skills have -7 to Total Mana Cost,crafted,1,1cc40c9a2b5e3cc761fd78b0ef7a2940e9a498119b090fffa7c50542cb59da0c,3324498
Allocates Whispers of Doom,enchant,1,e3bfd2b0c029af0a6832bff86fd28233502857d337a6c27462f246223b496ee6,3324498
Regenerate 1.6% of Life per second,implicit,1,e3bfd2b0c029af0a6832bff86fd28233502857d337a6c27462f246223b496ee6,3324498
+26% to Damage over Time Multiplier,explicit,1,e3bfd2b0c029af0a6832bff86fd28233502857d337a6c27462f246223b496ee6,3324498
+24% to Fire Damage over Time Multiplier,explicit,1,e3bfd2b0c029af0a6832bff86fd28233502857d337a6c27462f246223b496ee6,3324498
+89 to maximum Life,explicit,1,e3bfd2b0c029af0a6832bff86fd28233502857d337a6c27462f246223b496ee6,3324498
+1 to Level of all Skill Gems,explicit,1,e3bfd2b0c029af0a6832bff86fd28233502857d337a6c27462f246223b496ee6,3324498
+1 to Level of all Fire Skill Gems,explicit,1,e3bfd2b0c029af0a6832bff86fd28233502857d337a6c27462f246223b496ee6,3324498
30% increased Effect of Non-Damaging Ailments,crafted,1,e3bfd2b0c029af0a6832bff86fd28233502857d337a6c27462f246223b496ee6,3324498
Allocates Whispers of Doom,enchant,1,46bd745b25cb53b19033dbb398635fe6f1b8173df1ee534d71568fbee26adf96,3324498
Has 1 Socket,implicit,1,46bd745b25cb53b19033dbb398635fe6f1b8173df1ee534d71568fbee26adf96,3324498
Grants Level 30 Aspect of the Spider Skill,explicit,1,46bd745b25cb53b19033dbb398635fe6f1b8173df1ee534d71568fbee26adf96,3324498
+26% to Damage over Time Multiplier,explicit,1,46bd745b25cb53b19033dbb398635fe6f1b8173df1ee534d71568fbee26adf96,3324498
+24% to Fire Damage over Time Multiplier,explicit,1,46bd745b25cb53b19033dbb398635fe6f1b8173df1ee534d71568fbee26adf96,3324498
16% increased Area of Effect,explicit,1,46bd745b25cb53b19033dbb398635fe6f1b8173df1ee534d71568fbee26adf96,3324498
20% increased Area Damage,explicit,1,46bd745b25cb53b19033dbb398635fe6f1b8173df1ee534d71568fbee26adf96,3324498
+1 to Level of all Skill Gems,explicit,1,46bd745b25cb53b19033dbb398635fe6f1b8173df1ee534d71568fbee26adf96,3324498
+1 to Level of all Fire Skill Gems,explicit,1,46bd745b25cb53b19033dbb398635fe6f1b8173df1ee534d71568fbee26adf96,3324498
+16 to Strength,implicit,1,e81d5812cef4e6354b49533cb933d0daeb8309fe23476a1efef759bd76515978,3324498
18% increased Strength,implicit,1,e81d5812cef4e6354b49533cb933d0daeb8309fe23476a1efef759bd76515978,3324498
1% increased Damage per 15 Strength,implicit,1,e81d5812cef4e6354b49533cb933d0daeb8309fe23476a1efef759bd76515978,3324498
+42 to all Attributes,explicit,1,e81d5812cef4e6354b49533cb933d0daeb8309fe23476a1efef759bd76515978,3324498
+69 to Strength,explicit,1,e81d5812cef4e6354b49533cb933d0daeb8309fe23476a1efef759bd76515978,3324498
26% increased Spell Damage,explicit,1,e81d5812cef4e6354b49533cb933d0daeb8309fe23476a1efef759bd76515978,3324498
+38% to Global Critical Strike Multiplier,explicit,1,e81d5812cef4e6354b49533cb933d0daeb8309fe23476a1efef759bd76515978,3324498
+89 to maximum Life,explicit,1,e81d5812cef4e6354b49533cb933d0daeb8309fe23476a1efef759bd76515978,3324498
20% increased Projectile Speed,crafted,1,e81d5812cef4e6354b49533cb933d0daeb8309fe23476a1efef759bd76515978,3324498
16% increased Projectile Damage,crafted,1,e81d5812cef4e6354b49533cb933d0daeb8309fe23476a1efef759bd76515978,3324498
Allocates Champion of the Cause,enchant,1,293af7f705ed87e90f9e1fbe55d7cee1007b0850ee6ef8ecc27ec4a4327db64f,3324498
10% increased Area of Effect,implicit,1,293af7f705ed87e90f9e1fbe55d7cee1007b0850ee6ef8ecc27ec4a4327db64f,3324498
26% increased Elemental Damage,implicit,1,293af7f705ed87e90f9e1fbe55d7cee1007b0850ee6ef8ecc27ec4a4327db64f,3324498
10% increased Mana Reservation Efficiency of Skills,implicit,1,293af7f705ed87e90f9e1fbe55d7cee1007b0850ee6ef8ecc27ec4a4327db64f,3324498
Item sells for much more to vendors,implicit,1,293af7f705ed87e90f9e1fbe55d7cee1007b0850ee6ef8ecc27ec4a4327db64f,3324498
+26% to Damage over Time Multiplier,explicit,1,293af7f705ed87e90f9e1fbe55d7cee1007b0850ee6ef8ecc27ec4a4327db64f,3324498
+42% to Chaos Resistance,explicit,1,293af7f705ed87e90f9e1fbe55d7cee1007b0850ee6ef8ecc27ec4a4327db64f,3324498
16% increased Area of Effect,explicit,1,293af7f705ed87e90f9e1fbe55d7cee1007b0850ee6ef8ecc27ec4a4327db64f,3324498
20% increased Area Damage,explicit,1,293af7f705ed87e90f9e1fbe55d7cee1007b0850ee6ef8ecc27ec4a4327db64f,3324498
+1 to Level of all Skill Gems,explicit,1,293af7f705ed87e90f9e1fbe55d7cee1007b0850ee6ef8ecc27ec4a4327db64f,3324498
+1 to Level of all Fire Skill Gems,explicit,1,293af7f705ed87e90f9e1fbe55d7cee1007b0850ee6ef8ecc27ec4a4327db64f,3324498
30% increased Effect of Non-Damaging Ailments,crafted,1,293af7f705ed87e90f9e1fbe55d7cee1007b0850ee6ef8ecc27ec4a4327db64f,3324498
Allocates Whispers of Doom,enchant,1,39b49c6724605b6ac8a52472d2339ac173221421269b8c6ad2b6cbb92362084d,3324498
-2 Prefix Modifiers allowed,implicit,1,39b49c6724605b6ac8a52472d2339ac173221421269b8c6ad2b6cbb92362084d,3324498
-1 Suffix Modifier allowed,implicit,1,39b49c6724605b6ac8a52472d2339ac173221421269b8c6ad2b6cbb92362084d,3324498
Implicit Modifiers Cannot Be Changed,implicit,1,39b49c6724605b6ac8a52472d2339ac173221421269b8c6ad2b6cbb92362084d,3324498
100% increased Explicit Modifier magnitudes,implicit,1,39b49c6724605b6ac8a52472d2339ac173221421269b8c6ad2b6cbb92362084d,3324498
+52% to Damage over Time Multiplier,explicit,1,39b49c6724605b6ac8a52472d2339ac173221421269b8c6ad2b6cbb92362084d,3324498
+40% to Fire Damage over Time Multiplier,explicit,1,39b49c6724605b6ac8a52472d2339ac173221421269b8c6ad2b6cbb92362084d,3324498
+173 to maximum Life,explicit,1,39b49c6724605b6ac8a52472d2339ac173221421269b8c6ad2b6cbb92362084d,3324498
11% increased maximum Life,explicit,1,39b49c6724605b6ac8a52472d2339ac173221421269b8c6ad2b6cbb92362084d,3324498
Allocates Whispers of Doom,enchant,1,df023b229ccbcd1f336c8f9b3c0617a1615b4841512a30ec837cc47260afabc2,3324498
-2 Prefix Modifiers allowed,implicit,1,df023b229ccbcd1f336c8f9b3c0617a1615b4841512a30ec837cc47260afabc2,3324498
-1 Suffix Modifier allowed,implicit,1,df023b229ccbcd1f336c8f9b3c0617a1615b4841512a30ec837cc47260afabc2,3324498
Implicit Modifiers Cannot Be Changed,implicit,1,df023b229ccbcd1f336c8f9b3c0617a1615b4841512a30ec837cc47260afabc2,3324498
100% increased Explicit Modifier magnitudes,implicit,1,df023b229ccbcd1f336c8f9b3c0617a1615b4841512a30ec837cc47260afabc2,3324498
+52% to Damage over Time Multiplier,explicit,1,df023b229ccbcd1f336c8f9b3c0617a1615b4841512a30ec837cc47260afabc2,3324498
+44% to Fire Damage over Time Multiplier,explicit,1,df023b229ccbcd1f336c8f9b3c0617a1615b4841512a30ec837cc47260afabc2,3324498
+2 to Level of all Skill Gems,explicit,1,df023b229ccbcd1f336c8f9b3c0617a1615b4841512a30ec837cc47260afabc2,3324498
Allocates Whispers of Doom,enchant,1,d9c7cf17368231002c2f9ce995c7f4d8dc480674f75571903e27ef4bbdb3a97a,3324498
-2 Prefix Modifiers allowed,implicit,1,d9c7cf17368231002c2f9ce995c7f4d8dc480674f75571903e27ef4bbdb3a97a,3324498
-1 Suffix Modifier allowed,implicit,1,d9c7cf17368231002c2f9ce995c7f4d8dc480674f75571903e27ef4bbdb3a97a,3324498
Implicit Modifiers Cannot Be Changed,implicit,1,d9c7cf17368231002c2f9ce995c7f4d8dc480674f75571903e27ef4bbdb3a97a,3324498
100% increased Explicit Modifier magnitudes,implicit,1,d9c7cf17368231002c2f9ce995c7f4d8dc480674f75571903e27ef4bbdb3a97a,3324498
+52% to Damage over Time Multiplier,explicit,1,d9c7cf17368231002c2f9ce995c7f4d8dc480674f75571903e27ef4bbdb3a97a,3324498
+44% to Fire Damage over Time Multiplier,explicit,1,d9c7cf17368231002c2f9ce995c7f4d8dc480674f75571903e27ef4bbdb3a97a,3324498
+178 to maximum Life,explicit,1,d9c7cf17368231002c2f9ce995c7f4d8dc480674f75571903e27ef4bbdb3a97a,3324498
Allocates Whispers of Doom,enchant,1,dca7477e0c4deb9859917b28f5f3a79d73faff120661374704bf9a3cd862bdfa,3324498
-2 Prefix Modifiers allowed,implicit,1,dca7477e0c4deb9859917b28f5f3a79d73faff120661374704bf9a3cd862bdfa,3324498
-1 Suffix Modifier allowed,implicit,1,dca7477e0c4deb9859917b28f5f3a79d73faff120661374704bf9a3cd862bdfa,3324498
Implicit Modifiers Cannot Be Changed,implicit,1,dca7477e0c4deb9859917b28f5f3a79d73faff120661374704bf9a3cd862bdfa,3324498
100% increased Explicit Modifier magnitudes,implicit,1,dca7477e0c4deb9859917b28f5f3a79d73faff120661374704bf9a3cd862bdfa,3324498
+52% to Damage over Time Multiplier,explicit,1,dca7477e0c4deb9859917b28f5f3a79d73faff120661374704bf9a3cd862bdfa,3324498
+44% to Fire Damage over Time Multiplier,explicit,1,dca7477e0c4deb9859917b28f5f3a79d73faff120661374704bf9a3cd862bdfa,3324498
32% increased Area of Effect,explicit,1,dca7477e0c4deb9859917b28f5f3a79d73faff120661374704bf9a3cd862bdfa,3324498
40% increased Area Damage,explicit,1,dca7477e0c4deb9859917b28f5f3a79d73faff120661374704bf9a3cd862bdfa,3324498
-2 Prefix Modifiers allowed,implicit,1,cb0bd8330cd562754750baab3f18f702279d91c9b090d71f7a40c7e5740d8a37,3324498
+1 Suffix Modifier allowed,implicit,1,cb0bd8330cd562754750baab3f18f702279d91c9b090d71f7a40c7e5740d8a37,3324498
Implicit Modifiers Cannot Be Changed,implicit,1,cb0bd8330cd562754750baab3f18f702279d91c9b090d71f7a40c7e5740d8a37,3324498
50% increased Suffix Modifier magnitudes,implicit,1,cb0bd8330cd562754750baab3f18f702279d91c9b090d71f7a40c7e5740d8a37,3324498
+42% to Global Critical Strike Multiplier,explicit,1,cb0bd8330cd562754750baab3f18f702279d91c9b090d71f7a40c7e5740d8a37,3324498
67% increased Rarity of Items found,explicit,1,cb0bd8330cd562754750baab3f18f702279d91c9b090d71f7a40c7e5740d8a37,3324498
37% increased Global Critical Strike Chance,fractured,1,cb0bd8330cd562754750baab3f18f702279d91c9b090d71f7a40c7e5740d8a37,3324498
30% increased Quantity of Items found,fractured,1,cb0bd8330cd562754750baab3f18f702279d91c9b090d71f7a40c7e5740d8a37,3324498
+51% to Critical Strike Multiplier if you've Shattered an Enemy Recently,fractured,1,cb0bd8330cd562754750baab3f18f702279d91c9b090d71f7a40c7e5740d8a37,3324498
+19% to Global Critical Strike Multiplier,implicit,1,8ebf76fa9bb64508c7cbacbc8b08b78c90b7ae207ea05d92b7da9244c109a623,3324498
+1 to Maximum Power Charges,implicit,1,8ebf76fa9bb64508c7cbacbc8b08b78c90b7ae207ea05d92b7da9244c109a623,3324498
6% increased Spell Damage per Power Charge,implicit,1,8ebf76fa9bb64508c7cbacbc8b08b78c90b7ae207ea05d92b7da9244c109a623,3324498
+55 to Dexterity,explicit,1,8ebf76fa9bb64508c7cbacbc8b08b78c90b7ae207ea05d92b7da9244c109a623,3324498
Adds 16 to 22 Cold Damage,explicit,1,8ebf76fa9bb64508c7cbacbc8b08b78c90b7ae207ea05d92b7da9244c109a623,3324498
Adds 16 to 21 Lightning Damage,explicit,1,8ebf76fa9bb64508c7cbacbc8b08b78c90b7ae207ea05d92b7da9244c109a623,3324498
+30% to Global Critical Strike Multiplier,explicit,1,8ebf76fa9bb64508c7cbacbc8b08b78c90b7ae207ea05d92b7da9244c109a623,3324498
+78 to maximum Life,explicit,1,8ebf76fa9bb64508c7cbacbc8b08b78c90b7ae207ea05d92b7da9244c109a623,3324498
+35% to Chaos Resistance,explicit,1,8ebf76fa9bb64508c7cbacbc8b08b78c90b7ae207ea05d92b7da9244c109a623,3324498
Non-Channelling Skills have -7 to Total Mana Cost,crafted,1,8ebf76fa9bb64508c7cbacbc8b08b78c90b7ae207ea05d92b7da9244c109a623,3324498
+1 to Maximum Frenzy Charges,implicit,1,60c721cdc2d67b5f61c8116bcf9991aeab6c1b7e9d5d7ef687e7f6a0b514b314,3324498
Grace has 20% increased Aura Effect,implicit,1,60c721cdc2d67b5f61c8116bcf9991aeab6c1b7e9d5d7ef687e7f6a0b514b314,3324498
Determination has 20% increased Aura Effect,implicit,1,60c721cdc2d67b5f61c8116bcf9991aeab6c1b7e9d5d7ef687e7f6a0b514b314,3324498
+58 to Intelligence,explicit,1,60c721cdc2d67b5f61c8116bcf9991aeab6c1b7e9d5d7ef687e7f6a0b514b314,3324498
+47 to maximum Energy Shield,explicit,1,60c721cdc2d67b5f61c8116bcf9991aeab6c1b7e9d5d7ef687e7f6a0b514b314,3324498
+55 to maximum Mana,explicit,1,60c721cdc2d67b5f61c8116bcf9991aeab6c1b7e9d5d7ef687e7f6a0b514b314,3324498
+57% to Fire Resistance,explicit,1,60c721cdc2d67b5f61c8116bcf9991aeab6c1b7e9d5d7ef687e7f6a0b514b314,3324498
+57% to Cold Resistance,explicit,1,60c721cdc2d67b5f61c8116bcf9991aeab6c1b7e9d5d7ef687e7f6a0b514b314,3324498
7% reduced Mana Cost of Skills,explicit,1,60c721cdc2d67b5f61c8116bcf9991aeab6c1b7e9d5d7ef687e7f6a0b514b314,3324498
Adds 5 to 48 Lightning Damage to Attacks,crafted,1,60c721cdc2d67b5f61c8116bcf9991aeab6c1b7e9d5d7ef687e7f6a0b514b314,3324498
